id;titel;quelle;kategorie;unterkategorie;punkte;rang_in_unterkategorie;empfehlung;warum
ps-formen-stellen;Formen stellen;pfadfinder-spiele;kooperation;team;6;36;Kern;ausführlich beschrieben, Altersstufe da
sw-ja-nein-schwarz-weiss;Ja Nein Schwarz Weiß;Spielewiki;kooperation;team;6;37;Kern;ausführlich beschrieben, kurz genug für einen Slot, kein Material, Corona/Online
sw-kippstuhl;Kippstuhl;Spielewiki;kooperation;team;6;38;Kern;ausführlich beschrieben, kurz genug für einen Slot
sw-mafia;Mafia;Spielewiki;ruhig;team;6;39;Kern;ausführlich beschrieben, kein Material
sw-schiebepuzzle;Schiebepuzzle;Spielewiki;kooperation;team;6;40;Reserve (zweite Reihe);ausführlich beschrieben, kurz genug für einen Slot
sw-schleissenscheit;Schleißenscheit;Spielewiki;kooperation;team;6;41;Reserve (zweite Reihe);ausführlich beschrieben, kurz genug für einen Slot, kein Material, Corona/Online
sw-schrottwichteln;Schrottwichteln;Spielewiki;kooperation;team;6;42;Reserve (zweite Reihe);ausführlich beschrieben, kurz genug für einen Slot
sw-spinnennetz;Spinnennetz;Spielewiki;kooperation;team;6;43;Reserve (zweite Reihe);ausführlich beschrieben, kurz genug für einen Slot
sw-stoascheisser-koarl;Stoascheißer Koarl;Spielewiki;kooperation;team;6;44;Reserve (zweite Reihe);ausführlich beschrieben, kurz genug für einen Slot, kein Material, Corona/Online
sw-teppich-umdrehen;Teppich umdrehen;Spielewiki;kooperation;team;6;45;Reserve (zweite Reihe);ausführlich beschrieben, kurz genug für einen Slot
sw-turmbau;Turmbau;Spielewiki;kooperation;team;6;46;Reserve (zweite Reihe);ausführlich beschrieben, kurz genug für einen Slot
sw-verbotene-zone;Verbotene Zone;Spielewiki;kooperation;team;6;47;Reserve (zweite Reihe);ausführlich beschrieben, kurz genug für einen Slot
sw-wandelnder-pflock;Wandelnder Pflock;Spielewiki;kooperation;team;6;48;Reserve (zweite Reihe);ausführlich beschrieben, kurz genug für einen Slot
sw-wer-ist-der-morder;Wer ist der Mörder;Spielewiki;bewegung_drinnen;team;6;49;Reserve (zweite Reihe);ausführlich beschrieben, kurz genug für einen Slot
ps-waescheklammern-sortieren;Wäscheklammern sortieren;pfadfinder-spiele;kooperation;team;6;50;Reserve (zweite Reihe);Altersstufe da, kurz genug für einen Slot
sw-zwei-euro;Zwei Euro;Spielewiki;kooperation;team;6;51;Reserve (zweite Reihe);ausführlich beschrieben, kurz genug für einen Slot
sw-bruckenbau;Brückenbau;Spielewiki;kooperation;team;5;52;Reserve (zweite Reihe);ausführlich beschrieben, kurz genug für einen Slot, viel Material
ps-der-hirte;Der Hirte;pfadfinder-spiele;kooperation;team;5;53;Reserve (zweite Reihe);ausführlich beschrieben, Altersstufe da
sw-familie-meier;Familie Meier;Spielewiki;ankommen;team;5;54;Reserve (zweite Reihe);ausführlich beschrieben, kurz genug für einen Slot
sw-geruchs-kim-mit-parfum;Geruchs-Kim mit Parfüm;Spielewiki;ankommen;team;5;55;Reserve (zweite Reihe);kurz genug für einen Slot
sw-murmelsuche;Murmelsuche;Spielewiki;kooperation;team;5;56;Reserve (zweite Reihe);ausführlich beschrieben, kurz genug für einen Slot
sw-partyhochhaus;Partyhochhaus;Spielewiki;kooperation;team;5;57;Reserve (zweite Reihe);ausführlich beschrieben, kein Material
sw-schafherde;Schafherde;Spielewiki;kooperation;team;5;58;Reserve (zweite Reihe);ausführlich beschrieben
ps-stuhlfangen;Stuhlfangen;pfadfinder-spiele;kreis;team;5;59;Reserve (zweite Reihe);Altersstufe da, kurz genug für einen Slot
ps-wer-hat-die-anja-geklaut;Wo ist mein Huhn?;pfadfinder-spiele;kooperation;team;5;60;Reserve (zweite Reihe);ausführlich beschrieben, Altersstufe da
sw-zeltbau-blind;Zeltbau blind;Spielewiki;kooperation;team;5;61;Reserve (zweite Reihe);ausführlich beschrieben
sw-acid-river;Acid River;Spielewiki;kooperation;team;4;62;Reserve (zweite Reihe);ausführlich beschrieben
sw-bierkistenbrucke;Bierkistenbrücke;Spielewiki;kooperation;team;4;63;Reserve (zweite Reihe);ausführlich beschrieben
sw-die-mauer;Die Mauer;Spielewiki;kooperation;team;4;64;Reserve (zweite Reihe);kurz genug für einen Slot
ps-eierauffangmaschine;Eierauffangmaschine;pfadfinder-spiele;kooperation;team;4;65;Reserve (zweite Reihe);ausführlich beschrieben, Altersstufe da, Tipps da, zu lang für einen Baustein
sw-eierkran;Eierkran;Spielewiki;kooperation;team;4;66;Reserve (zweite Reihe);ausführlich beschrieben, kurz genug für einen Slot, viel Material
sw-gemeinsam-schreiben;Gemeinsam Schreiben;Spielewiki;kooperation;team;4;67;Reserve (zweite Reihe);ausführlich beschrieben, kurz genug für einen Slot, viel Material
sw-leonardo-da-vinci-brucke;Leonardo-da-Vinci-Brücke;Spielewiki;kooperation;team;4;68;Reserve (zweite Reihe);ausführlich beschrieben
sw-menebtekle;Menebtekle;Spielewiki;kooperation;team;4;69;Reserve (zweite Reihe);ausführlich beschrieben, kein Material, Corona/Online
sw-minenfeld;Minenfeld;Spielewiki;kooperation;team;4;70;Reserve (zweite Reihe);ausführlich beschrieben
sw-minenfeld-gruppendynamisch;Minenfeld gruppendynamisch;Spielewiki;kooperation;team;4;71;Reserve (zweite Reihe);ausführlich beschrieben
sw-spyfall;Spyfall;Spielewiki;ruhig;team;4;72;Reserve (zweite Reihe);ausführlich beschrieben, kurz genug für einen Slot
ps-stromzaun-gefaengnisausbruch-spinnennetz;Stromzaun;pfadfinder-spiele;kooperation;team;4;73;Reserve (zweite Reihe);ausführlich beschrieben, Altersstufe da, Tipps da, zu lang für einen Baustein
ps-arena;Arena;pfadfinder-spiele;kooperation;team;3;74;Reserve (zweite Reihe);Altersstufe da, kurz genug für einen Slot, braucht große Gruppe
sw-blind-zeichnen;Blind Zeichnen;Spielewiki;kooperation;team;3;75;Reserve (zweite Reihe);ausführlich beschrieben
sw-fadenbundel;Fadenbündel;Spielewiki;bewegung_drinnen;team;3;76;Reserve (zweite Reihe);kurz genug für einen Slot
ps-giftteich;Giftteich;pfadfinder-spiele;kooperation;team;3;77;Reserve (zweite Reihe);ausführlich beschrieben, Altersstufe da, zu lang für einen Baustein
sw-laute-post;Laute Post;Spielewiki;kooperation;team;3;78;Reserve (zweite Reihe);Dublette, ausführlich beschrieben, kurz genug für einen Slot, kein Material
sw-morder-unter-uns;Mörder unter uns;Spielewiki;kooperation;team;3;79;Reserve (zweite Reihe);ausführlich beschrieben, zu lang für einen Baustein
sw-personen-raten;Personen raten;Spielewiki;ruhig;team;3;80;Reserve (zweite Reihe);ausführlich beschrieben, kurz genug für einen Slot, Corona/Online
sw-powerpoint-karaoke;Powerpoint-Karaoke;Spielewiki;kooperation;team;3;81;Reserve (zweite Reihe);ausführlich beschrieben, kurz genug für einen Slot, Corona/Online
sw-safe;Safe;Spielewiki;kooperation;team;3;82;Reserve (zweite Reihe);ausführlich beschrieben
ps-stargate;Stargate;pfadfinder-spiele;kooperation;team;3;83;Reserve (zweite Reihe);Altersstufe da
sw-wanderndes-klopapier;Wanderndes Klopapier;Spielewiki;kooperation;team;3;84;Reserve (zweite Reihe);ausführlich beschrieben, zu lang für einen Baustein
sw-engerl-und-bengerl;Engerl und Bengerl;Spielewiki;kooperation;team;2;85;Reserve (zweite Reihe);ausführlich beschrieben, zu lang für einen Baustein
sw-briefbomben;Minensucher;Spielewiki;kooperation;team;2;86;Reserve (zweite Reihe);ausführlich beschrieben
sw-minutenreferat;Minutenreferat;Spielewiki;kooperation;team;2;87;Reserve (zweite Reihe);kurz genug für einen Slot, Corona/Online
sw-morderspiel;Mörderspiel;Spielewiki;kooperation;team;2;88;Reserve (zweite Reihe);ausführlich beschrieben, zu lang für einen Baustein
sw-psychiatercouch;Psychiatercouch;Spielewiki;kooperation;team;2;89;Reserve (zweite Reihe);ausführlich beschrieben, Tipps da, zu lang für einen Baustein
sw-rettungsaktion-in-der-subarktis;Rettungsaktion in der Subarktis;Spielewiki;ruhig;team;2;90;Reserve (zweite Reihe);ausführlich beschrieben, Corona/Online
sw-wustenspiel;Wüstenspiel;Spielewiki;ruhig;team;2;91;Reserve (zweite Reihe);ausführlich beschrieben, Corona/Online
ps-amazonasueberquerung;Amazonasüberquerung;pfadfinder-spiele;kooperation;team;1;92;Reserve (zweite Reihe);ausführlich beschrieben, Altersstufe da, zu lang für einen Baustein, braucht große Gruppe
sw-kulturrallye;KulturRallye;Spielewiki;kooperation;team;1;93;Reserve (zweite Reihe);ausführlich beschrieben, zu lang für einen Baustein
sw-seenotspiel;Seenotspiel;Spielewiki;ruhig;team;0;94;Reserve (zweite Reihe);ausführlich beschrieben, zu lang für einen Baustein, Corona/Online
sw-werwolfe-vom-dusterwald;Werwölfe vom Düsterwald;Spielewiki;ruhig;team;0;95;Reserve (zweite Reihe);ausführlich beschrieben, Corona/Online
sw-evolution-sprachspiel;Evolution (Sprachspiel);Spielewiki;kooperation;team;-1;96;Reserve (zweite Reihe);Dublette, ausführlich beschrieben, kein Material
sw-lexikonspiel;Lexikonspiel;Spielewiki;kooperation;team;-1;97;Reserve (zweite Reihe);ausführlich beschrieben, zu lang für einen Baustein, Corona/Online
sw-zitate-nebenbei;Zitate nebenbei;Spielewiki;kooperation;team;-1;98;Reserve (zweite Reihe);ausführlich beschrieben, zu lang für einen Baustein, Corona/Online
sw-nein-spiel;Nein-Spiel;Spielewiki;bewegung_drinnen;team;-2;99;Reserve (zweite Reihe);ausführlich beschrieben, zu lang für einen Baustein, Anlass passt nicht
ps-fliegender-teppich;Fliegender Teppich;pfadfinder-spiele;kooperation;team;-3;100;Reserve (zweite Reihe);Dublette, dünn beschrieben, Altersstufe da, Tipps da
sw-murmelbahn-konstruktion;Murmelbahn (Konstruktion);Spielewiki;kooperation;team;-3;101;Reserve (zweite Reihe);Dublette, ausführlich beschrieben, viel Material
ps-werwolf;Werwolf;pfadfinder-spiele;kreis;team;-3;102;Reserve (zweite Reihe);Dublette, ausführlich beschrieben, Altersstufe da, Corona/Online
sw-nasa-spiel;NASA-Spiel;Spielewiki;ruhig;team;-6;103;Reserve (zweite Reihe);Dublette, ausführlich beschrieben, zu lang für einen Baustein, Corona/Online
sw-schere-stein-papier;Schere Stein Papier;Spielewiki;ruhig;tisch;8;1;Kern;ausführlich beschrieben, kurz genug für einen Slot, kein Material
sw-55;55;Spielewiki;ruhig;tisch;6;2;Kern;ausführlich beschrieben, kurz genug für einen Slot
sw-daumensumme;Daumensumme;Spielewiki;ruhig;tisch;6;3;Kern;ausführlich beschrieben, kein Material
sw-don;Don;Spielewiki;ruhig;tisch;6;4;Kern;ausführlich beschrieben, kurz genug für einen Slot
sw-elektrisches-gummibarchen;Elektrisches Gummibärchen;Spielewiki;ruhig;tisch;6;5;Kern;ausführlich beschrieben, kurz genug für einen Slot
sw-kommando-pimperle;Kommando Pimperle;Spielewiki;kreis;tisch;6;6;Kern;ausführlich beschrieben, kein Material
sw-maxchen;Mäxchen;Spielewiki;bewegung_drinnen;tisch;6;7;Kern;ausführlich beschrieben, kurz genug für einen Slot
sw-rollende-munze;Rollende Münze;Spielewiki;bewegung_drinnen;tisch;6;8;Kern;ausführlich beschrieben, kurz genug für einen Slot
sw-schere-stein-papier-online;Schere Stein Papier Online;Spielewiki;ruhig;tisch;6;9;Kern;ausführlich beschrieben, Tipps da, kurz genug für einen Slot, kein Material, Corona/Online
sw-weihnachtskrippe;Weihnachtskrippe;Spielewiki;bewegung_drinnen;tisch;6;10;Kern;ausführlich beschrieben, kurz genug für einen Slot
sw-bolker-trumpf;Bolker-Trumpf;Spielewiki;ruhig;tisch;5;11;Kern;ausführlich beschrieben, kurz genug für einen Slot
sw-deck-zu;Deck Zu;Spielewiki;ruhig;tisch;5;12;Kern;ausführlich beschrieben, kurz genug für einen Slot
sw-streichholznest;Streichholznest;Spielewiki;bewegung_drinnen;tisch;5;13;Kern;ausführlich beschrieben, kurz genug für einen Slot
sw-uno-staffel;UNO-Staffel;Spielewiki;ruhig;tisch;5;14;Kern;ausführlich beschrieben, kurz genug für einen Slot
sw-watteblasen;Watteblasen;Spielewiki;bewegung_drinnen;tisch;5;15;Reserve (zweite Reihe);ausführlich beschrieben, kurz genug für einen Slot
sw-1000-blank-white-cards;1000 blank white cards;Spielewiki;ruhig;tisch;4;16;Reserve (zweite Reihe);ausführlich beschrieben
sw-duell;Duell;Spielewiki;ruhig;tisch;4;17;Reserve (zweite Reihe);ausführlich beschrieben
sw-fitschigogerl;Fitschigogerl;Spielewiki;bewegung_drinnen;tisch;4;18;Reserve (zweite Reihe);ausführlich beschrieben, kurz genug für einen Slot
sw-fuchsen;Fuchsen;Spielewiki;bewegung_drinnen;tisch;4;19;Reserve (zweite Reihe);ausführlich beschrieben
sw-hochwasser;Hochwasser;Spielewiki;bewegung_drinnen;tisch;4;20;Reserve (zweite Reihe);kurz genug für einen Slot
sw-pharao;Pharao;Spielewiki;bewegung_drinnen;tisch;4;21;Reserve (zweite Reihe);ausführlich beschrieben
sw-kartoffelduell;Kartoffelduell;Spielewiki;bewegung_drinnen;tisch;3;22;Reserve (zweite Reihe);ausführlich beschrieben, kurz genug für einen Slot, Anlass passt nicht
sw-tischfussball;Tischfußball;Spielewiki;bewegung_drinnen;tisch;3;23;Reserve (zweite Reihe);ausführlich beschrieben
sw-centstapel;Centstapel;Spielewiki;ruhig;tisch;2;24;Reserve (zweite Reihe);ausführlich beschrieben, kurz genug für einen Slot, Anlass passt nicht
sw-dubel;Dübel;Spielewiki;ruhig;tisch;2;25;Reserve (zweite Reihe);ausführlich beschrieben
sw-evolution;Evolution;Spielewiki;bewegung_drinnen;tisch;2;26;Reserve (zweite Reihe);Dublette, ausführlich beschrieben, kurz genug für einen Slot, kein Material
sw-orangentanz;Orangentanz;Spielewiki;bewegung_drinnen;tisch;2;27;Reserve (zweite Reihe);ausführlich beschrieben, kurz genug für einen Slot, Anlass passt nicht
sw-gradener-konigrufen;Gradener Königrufen;Spielewiki;ruhig;tisch;1;28;Reserve (zweite Reihe);ausführlich beschrieben, kurz genug für einen Slot, Anlass passt nicht
sw-kartenkuss;Kartenkuss;Spielewiki;bewegung_drinnen;tisch;1;29;Reserve (zweite Reihe);
sw-wachsgiessen;Wachsgießen;Spielewiki;ruhig;tisch;1;30;Reserve (zweite Reihe);ausführlich beschrieben, Tipps da, kurz genug für einen Slot, viel Material, Anlass passt nicht
sw-bauernschnapsen;Bauernschnapsen;Spielewiki;ruhig;tisch;-1;31;Reserve (zweite Reihe);ausführlich beschrieben, Anlass passt nicht
sw-mau-mau;Mau Mau;Spielewiki;ruhig;tisch;-1;32;Reserve (zweite Reihe);ausführlich beschrieben, Anlass passt nicht
sw-schnapsen;Schnapsen;Spielewiki;ruhig;tisch;-1;33;Reserve (zweite Reihe);ausführlich beschrieben, Anlass passt nicht
sw-klopfen;Klopfen;Spielewiki;kreis;tisch;-2;34;Reserve (zweite Reihe);Dublette, ausführlich beschrieben
sw-slurp;Slurp;Spielewiki;bewegung_drinnen;tisch;-3;35;Reserve (zweite Reihe);Dublette, kurz genug für einen Slot
sw-teiggiessen;Teiggießen;Spielewiki;ruhig;tisch;-5;36;Reserve (zweite Reihe);Dublette, ausführlich beschrieben, kurz genug für einen Slot, viel Material, Anlass passt nicht
sw-dreierschnapsen;Dreierschnapsen;Spielewiki;ruhig;tisch;-7;37;Reserve (zweite Reihe);Dublette, ausführlich beschrieben, Anlass passt nicht
sw-schokoladeschneiden;Schokoladeschneiden;Spielewiki;ruhig;tisch;-7;38;Reserve (zweite Reihe);Dublette, ausführlich beschrieben, viel Material, Anlass passt nicht
ps-funky-chicken;Funky Chicken;pfadfinder-spiele;kreis;toben;11;1;Kern;ausführlich beschrieben, Altersstufe da, kurz genug für einen Slot, kein Material
sw-au-ja;Au Ja!;Spielewiki;bewegung_drinnen;toben;9;2;Kern;ausführlich beschrieben, kurz genug für einen Slot, kein Material
sw-ein-hase-lauft-uber-das-feld;Ein Hase läuft über das Feld;Spielewiki;bewegung_drinnen;toben;9;3;Kern;ausführlich beschrieben, kurz genug für einen Slot, kein Material
sw-rauber-und-kaufleute;Räuber und Kaufleute;Spielewiki;bewegung_drinnen;toben;9;4;Kern;ausführlich beschrieben, kurz genug für einen Slot, kein Material
insp-spiel-reuse;Spiel: Reuse;Inspirator (DPBM);bewegung_drinnen;toben;9;5;Kern;ausführlich beschrieben, Altersstufe da, kein Material
sw-wolf-und-schafchen;Wolf und Schäfchen;Spielewiki;bewegung_drinnen;toben;9;6;Kern;ausführlich beschrieben, kurz genug für einen Slot, kein Material
eig-evolution;Evolution;eigene;ankommen;toben;8;7;Kern;eigene Sammlung, dünn beschrieben, Altersstufe da, kein Material
insp-halstuchspiel;Halstuchspiel;Inspirator (DPBM);bewegung_drinnen;toben;8;8;Kern;ausführlich beschrieben, Altersstufe da, kein Material
sw-karottenziehen;Karottenziehen;Spielewiki;bewegung_drinnen;toben;8;9;Kern;ausführlich beschrieben, kurz genug für einen Slot, kein Material
sw-pferdebandiger;Pferdebändiger;Spielewiki;bewegung_draussen;toben;8;10;Kern;ausführlich beschrieben, kurz genug für einen Slot, kein Material
sw-burgherr;Burgherr;Spielewiki;bewegung_draussen;toben;7;11;Kern;ausführlich beschrieben, kurz genug für einen Slot, kein Material
sw-bosewicht-und-schild;Bösewicht und Schild;Spielewiki;bewegung_drinnen;toben;7;12;Kern;ausführlich beschrieben, kurz genug für einen Slot, kein Material, braucht große Gruppe
sw-das-schiff-geht-unter;Das Schiff geht unter;Spielewiki;bewegung_drinnen;toben;7;13;Kern;ausführlich beschrieben, kein Material
sw-dick-und-doof;Dick und doof;Spielewiki;bewegung_drinnen;toben;7;14;Kern;ausführlich beschrieben, kurz genug für einen Slot
sw-fetzenfussball;Fetzenfußball;Spielewiki;bewegung_drinnen;toben;7;15;Kern;ausführlich beschrieben, kurz genug für einen Slot
sw-fliegender-hollander;Fliegender Holländer;Spielewiki;kreis;toben;7;16;Kern;ausführlich beschrieben, kein Material
sw-fuchs-habicht-paarungszeit;Fuchs Habicht Paarungszeit;Spielewiki;bewegung_drinnen;toben;7;17;Kern;ausführlich beschrieben, kein Material
sw-fuchs-und-gans;Fuchs und Gans;Spielewiki;bewegung_drinnen;toben;7;18;Kern;kurz genug für einen Slot, kein Material
sw-gleichstrom-wechselstrom;Gleichstrom Wechselstrom;Spielewiki;bewegung_drinnen;toben;7;19;Kern;ausführlich beschrieben, kurz genug für einen Slot, kein Material, braucht große Gruppe
sw-guru-guru;Guru Guru;Spielewiki;bewegung_drinnen;toben;7;20;Kern;ausführlich beschrieben, kein Material
sw-kissenraub;Kissenraub;Spielewiki;bewegung_drinnen;toben;7;21;Kern;ausführlich beschrieben, kurz genug für einen Slot
sw-komm-mit-lauf-weg;Komm mit lauf weg;Spielewiki;bewegung_drinnen;toben;7;22;Kern;ausführlich beschrieben, kein Material
sw-kontinentespiel;Kontinentespiel;Spielewiki;bewegung_drinnen;toben;7;23;Kern;ausführlich beschrieben, Tipps da, kurz genug für einen Slot
insp-marionette;Marionette;Inspirator (DPBM);bewegung_drinnen;toben;7;24;Kern;Altersstufe da, kein Material
sw-roboter;Roboter;Spielewiki;bewegung_drinnen;toben;7;25;Reserve (zweite Reihe);ausführlich beschrieben, kein Material
sw-romisches-wagenrennen;Römisches Wagenrennen;Spielewiki;bewegung_draussen;toben;7;26;Reserve (zweite Reihe);ausführlich beschrieben, kurz genug für einen Slot, kein Material
sw-sisyphos;Sisyphos;Spielewiki;bewegung_drinnen;toben;7;27;Reserve (zweite Reihe);ausführlich beschrieben, kurz genug für einen Slot
sw-swoosh;Swoosh;Spielewiki;bewegung_drinnen;toben;7;28;Reserve (zweite Reihe);ausführlich beschrieben, kein Material
sw-umrunden;Umrunden;Spielewiki;bewegung_drinnen;toben;7;29;Reserve (zweite Reihe);kurz genug für einen Slot, kein Material
insp-anschleichen-ueben;Anschleichen üben;Inspirator (DPBM);bewegung_drinnen;toben;6;30;Reserve (zweite Reihe);ausführlich beschrieben, Altersstufe da, zu lang für einen Baustein, kein Material
sw-bissiger-hund;Bissiger Hund;Spielewiki;bewegung_draussen;toben;6;31;Reserve (zweite Reihe);ausführlich beschrieben, kurz genug für einen Slot
insp-die-verwandlung;Die Verwandlung;Inspirator (DPBM);bewegung_drinnen;toben;6;32;Reserve (zweite Reihe);Altersstufe da, kein Material
insp-spiel-peng;Spiel: Peng!;Inspirator (DPBM);bewegung_drinnen;toben;6;33;Reserve (zweite Reihe);Altersstufe da, kein Material
sw-tausendfusserrennen;Tausendfüßerrennen;Spielewiki;bewegung_draussen;toben;6;34;Reserve (zweite Reihe);kurz genug für einen Slot, kein Material
insp-waldlaeufer-allzeit-bereit-das-spiel;Waldläufer allzeit bereit – das Spiel;Inspirator (DPBM);bewegung_drinnen;toben;6;35;Reserve (zweite Reihe);ausführlich beschrieben, Altersstufe da
sw-bierblatteln;Bierblatteln;Spielewiki;bewegung_drinnen;toben;5;36;Reserve (zweite Reihe);ausführlich beschrieben
insp-doppeltes-e;Doppeltes E;Inspirator (DPBM);bewegung_drinnen;toben;5;37;Reserve (zweite Reihe);ausführlich beschrieben, Altersstufe da, zu lang für einen Baustein
insp-draussen-sein-und-gutes-tun;Draußen sein und Gutes tun;Inspirator (DPBM);bewegung_draussen;toben;5;38;Reserve (zweite Reihe);ausführlich beschrieben, Altersstufe da, zu lang für einen Baustein, kein Material
sw-krieger-entfuhren;Krieger entführen;Spielewiki;bewegung_drinnen;toben;5;39;Reserve (zweite Reihe);kein Material
sw-menschenfresser;Menschenfresser;Spielewiki;bewegung_drinnen;toben;5;40;Reserve (zweite Reihe);kurz genug für einen Slot
sw-romeo-und-julia;Romeo und Julia;Spielewiki;bewegung_drinnen;toben;5;41;Reserve (zweite Reihe);ausführlich beschrieben
sw-seilziehen;Seilziehen;Spielewiki;bewegung_drinnen;toben;5;42;Reserve (zweite Reihe);kurz genug für einen Slot
insp-stockspiel-aurinko-version;Stockspiel - Aurinko-Version;Inspirator (DPBM);bewegung_draussen;toben;5;43;Reserve (zweite Reihe);ausführlich beschrieben, Altersstufe da
sw-zombie;Zombie;Spielewiki;bewegung_drinnen;toben;5;44;Reserve (zweite Reihe);ausführlich beschrieben
insp-finde-die-entfuehrte-person;Finde die entführte Person!;Inspirator (DPBM);gelaende;toben;4;45;Reserve (zweite Reihe);ausführlich beschrieben, Altersstufe da, zu lang für einen Baustein, viel Material
insp-pappteller-golf;Pappteller-Golf;Inspirator (DPBM);bewegung_drinnen;toben;4;46;Reserve (zweite Reihe);ausführlich beschrieben, Altersstufe da, zu lang für einen Baustein
insp-riesen-mikado;Riesen-Mikado;Inspirator (DPBM);bewegung_draussen;toben;4;47;Reserve (zweite Reihe);ausführlich beschrieben, Altersstufe da, viel Material
insp-woelflings-memory;Wölflings-Memory;Inspirator (DPBM);bewegung_drinnen;toben;4;48;Reserve (zweite Reihe);Altersstufe da, zu lang für einen Baustein, kein Material
sw-zonenspiel;Zonenspiel;Spielewiki;bewegung_drinnen;toben;4;49;Reserve (zweite Reihe);ausführlich beschrieben, kurz genug für einen Slot, braucht große Gruppe
insp-agentenspiel;Agentenspiel;Inspirator (DPBM);bewegung_draussen;toben;3;50;Reserve (zweite Reihe);ausführlich beschrieben, Altersstufe da, zu lang für einen Baustein
sw-feuer-wasser-sturm;Feuer Wasser Sturm;Spielewiki;bewegung_drinnen;toben;3;51;Reserve (zweite Reihe);ausführlich beschrieben
insp-kindermemorix;Kindermemorix;Inspirator (DPBM);bewegung_drinnen;toben;3;52;Reserve (zweite Reihe);Altersstufe da, kein Material, Corona/Online
insp-luftballonstaffel;Luftballonstaffel;Inspirator (DPBM);bewegung_draussen;toben;3;53;Reserve (zweite Reihe);Altersstufe da
insp-schnitzeljagd-mit-abstand;Schnitzeljagd mit Abstand;Inspirator (DPBM);bewegung_draussen;toben;3;54;Reserve (zweite Reihe);ausführlich beschrieben, Altersstufe da, zu lang für einen Baustein
sw-zugspiel;Zugspiel;Spielewiki;bewegung_drinnen;toben;3;55;Reserve (zweite Reihe);ausführlich beschrieben, braucht große Gruppe
insp-appel-und-n-ei-das-tauschspiel;Appel und´n Ei - das Tauschspiel;Inspirator (DPBM);bewegung_draussen;toben;2;56;Reserve (zweite Reihe);Altersstufe da, Tipps da, zu lang für einen Baustein
insp-sockengolf;Sockengolf;Inspirator (DPBM);bewegung_drinnen;toben;2;57;Reserve (zweite Reihe);Altersstufe da, zu lang für einen Baustein
insp-wer-findet-den-gegenstand-zuerst;Wer findet den Gegenstand zuerst?;Inspirator (DPBM);bewegung_drinnen;toben;2;58;Reserve (zweite Reihe);Altersstufe da, kein Material, Corona/Online
insp-alle-die-obstsalat;Alle, die… (Obstsalat);Inspirator (DPBM);bewegung_drinnen;toben;1;59;Reserve (zweite Reihe);Dublette, ausführlich beschrieben, Altersstufe da
insp-feuer-wasser-sturm;Feuer, Wasser, Sturm;Inspirator (DPBM);bewegung_drinnen;toben;0;60;Reserve (zweite Reihe);Dublette, ausführlich beschrieben, Altersstufe da
insp-versteinern;Versteinern;Inspirator (DPBM);bewegung_drinnen;toben;0;61;Reserve (zweite Reihe);Dublette, Altersstufe da, kein Material
sw-wascheklammern-diebstahl;Wäscheklammern-Diebstahl;Spielewiki;bewegung_drinnen;toben;-1;62;Reserve (zweite Reihe);Dublette, ausführlich beschrieben
insp-digitaler-pfadfinder-escape-room;Digitaler Pfadfinder-Escape Room;Inspirator (DPBM);bewegung_drinnen;toben;-2;63;Reserve (zweite Reihe);Altersstufe da, zu lang für einen Baustein, Corona/Online
ps-obstsalat;Obstsalat;pfadfinder-spiele;kreis;toben;-3;64;Reserve (zweite Reihe);Dublette, ausführlich beschrieben, Altersstufe da, braucht große Gruppe
sw-dracula;Dracula;Spielewiki;bewegung_drinnen;verstecken;8;1;Kern;ausführlich beschrieben, kurz genug für einen Slot, kein Material
sw-eiersuche;Eiersuche;Spielewiki;bewegung_drinnen;verstecken;8;2;Kern;ausführlich beschrieben, kurz genug für einen Slot, kein Material
sw-heiss-kalt;Heiß Kalt;Spielewiki;bewegung_drinnen;verstecken;8;3;Kern;ausführlich beschrieben, kurz genug für einen Slot, kein Material
sw-sardinli;Sardinli;Spielewiki;bewegung_drinnen;verstecken;8;4;Kern;ausführlich beschrieben, kurz genug für einen Slot, kein Material
sw-verstecken;Verstecken;Spielewiki;bewegung_drinnen;verstecken;7;5;Kern;ausführlich beschrieben, kein Material
sw-verstecken-in-gedanken;Verstecken in Gedanken;Spielewiki;bewegung_drinnen;verstecken;6;6;Reserve (zweite Reihe);ausführlich beschrieben, kein Material
sw-s-kriecht-a-schneckli;S' kriecht a Schneckli;Spielewiki;kreis;verstecken;5;7;Reserve (zweite Reihe);ausführlich beschrieben, kurz genug für einen Slot
sw-wo-ist-es;Wo ist es;Spielewiki;bewegung_drinnen;verstecken;5;8;Reserve (zweite Reihe);ausführlich beschrieben, kurz genug für einen Slot
sw-fuchs-suche;Fuchs-Suche;Spielewiki;bewegung_draussen;verstecken;3;9;Reserve (zweite Reihe);ausführlich beschrieben
sw-uhrensuche;Uhrensuche;Spielewiki;ruhig;verstecken;3;10;Reserve (zweite Reihe);kurz genug für einen Slot
sw-verstecken-im-dunkeln;Verstecken im Dunkeln;Spielewiki;bewegung_drinnen;verstecken;2;11;Reserve (zweite Reihe);Dublette, ausführlich beschrieben, kurz genug für einen Slot, kein Material
sw-wald-schatzsuche;Wald-Schatzsuche;Spielewiki;bewegung_draussen;verstecken;2;12;Reserve (zweite Reihe);ausführlich beschrieben
ps-slurp;Slurp;pfadfinder-spiele;kreis;vertrauen;11;1;Kern;ausführlich beschrieben, Altersstufe da, kurz genug für einen Slot, kein Material
